user_id,signup_date,plan_tier,industry,company_size,country,primary_feature,mrr,dau_avg,sessions_30d,api_calls_30d,storage_gb,feature_count_used,support_tickets_30d,nps_score,login_streak_days,time_to_first_value_days,avg_session_minutes,payment_method,status,last_login_date,subscription_renewal_date,churn_date,first_payment_date,beta_analytics_enabled,beta_ai_enabled,payment_failed,support_ticket_open,champion_user,mobile_app_user
USR2582,2019-12-17,Starter,Finance,11-50,India,Collaboration,99,2,15,3030,25,7,0,5,0,13,38,Credit Card,Churned,,,2025-12-31,2019-12-20,false,false,false,false,false,false
USR2583,2020-03-05,Free,Healthcare,1-10,France,Automation,0,3,53,1366,2,5,0,5,21,12,17,,Active,2026-03-11,2026-05-25,,,false,false,false,false,false,false
USR2584,2019-09-23,Starter,Other,1-10,US,Reporting,99,8,133,6547,18,8,0,,49,4,22,Credit Card,Active,2026-03-13,2026-10-01,,2019-09-27,false,false,false,false,false,false
USR2585,2022-12-10,Enterprise,Media,51-200,UK,Reporting,1499,59,1097,142545,428,24,0,,193,11,50,ACH,Active,2026-03-15,2026-12-29,,2022-12-16,false,false,false,false,false,true
USR2586,2021-04-10,Free,SaaS,1-10,UK,Automation,0,2,27,635,3,5,0,5,0,5,10,,Churned,2025-12-21,,2025-02-25,,false,false,false,false,false,true
USR2587,2019-02-24,Professional,Other,51-200,India,Integration,499,30,529,33139,189,14,0,6,35,13,31,Credit Card,Active,2026-03-16,2026-04-29,,2019-03-03,false,true,false,false,false,false
USR2588,2021-05-20,Starter,Finance,1-10,US,Collaboration,99,4,35,5572,19,11,0,3,0,9,36,PayPal,Churned,2025-06-27,,2025-05-30,2021-05-26,false,false,false,false,false,false
USR2589,2019-02-22,Free,Media,11-50,India,Analytics,0,1,7,591,3,5,0,1,0,3,11,,Churned,,,2024-12-30,,false,false,true,false,false,false
USR2590,2019-01-16,Professional,Education,11-50,France,Analytics,499,13,296,40500,131,17,0,8,53,9,24,Credit Card,Active,2026-03-15,2026-01-21,,2019-01-18,true,false,false,false,false,true
USR2591,2021-05-18,Starter,Media,1-10,Canada,Analytics,99,5,89,5126,29,7,0,7,7,10,24,Credit Card,Active,2026-03-16,2026-08-01,,2021-05-21,false,false,false,false,false,false
USR2592,2024-01-30,Starter,SaaS,1-10,Canada,Collaboration,99,15,240,8171,17,8,0,,29,4,17,Credit Card,Active,2026-03-14,2026-04-19,,2024-02-03,false,false,false,false,false,true
USR2593,2024-06-30,Starter,Ecommerce,201-1000,Canada,Collaboration,99,,,,30,9,5,0,0,5,24,PayPal,Churned,,,2025-06-28,2024-07-05,false,false,false,true,false,true
USR2594,2024-12-03,Starter,Media,11-50,Canada,Reporting,99,9,158,8160,20,11,0,7,44,12,23,ACH,Active,2026-03-12,2027-01-15,,2024-12-07,false,false,false,false,false,false
USR2595,2022-10-06,Free,Ecommerce,11-50,US,Collaboration,0,4,86,1404,4,4,0,4,18,14,31,,Active,2026-03-15,2026-10-19,,,false,false,false,false,false,true
USR2596,2024-10-17,Free,Other,1-10,Australia,Reporting,0,3,67,1030,3,3,0,4,15,14,23,,Active,2026-03-15,2026-11-02,,,false,false,false,false,false,true
USR2597,2022-09-28,Starter,SaaS,1-10,Other,Integration,99,4,45,5904,20,10,0,4,0,11,18,Credit Card,Churned,,,2025-07-19,2022-10-03,false,false,false,false,false,false
USR2598,2022-07-15,Free,SaaS,1-10,France,Collaboration,0,1,18,815,2,5,0,7,23,1,37,,Active,2026-03-13,2026-07-23,,,false,false,false,false,false,false
USR2599,2020-08-16,Professional,Ecommerce,1000+,India,Reporting,499,21,421,28218,204,11,0,6,79,11,29,PayPal,Active,2026-03-14,2026-09-17,,2020-08-17,false,true,false,false,false,true
USR2600,2019-08-31,Starter,Education,1-10,Canada,Analytics,99,9,154,6752,32,8,0,5,47,7,15,Credit Card,Active,2026-03-11,2026-10-16,,2019-09-05,false,false,false,false,false,false
USR2601,2024-04-18,Professional,Media,51-200,Australia,Reporting,499,19,439,43723,157,12,0,9,86,1,26,PayPal,Active,2026-03-15,2026-05-16,,2024-04-22,false,false,false,false,false,false
USR2602,2021-05-17,Free,Healthcare,11-50,UK,Automation,0,2,38,918,4,5,0,4,24,9,24,,Active,2026-03-16,2026-07-18,,,false,false,false,false,false,false
USR2603,2023-08-01,Free,Other,1-10,Germany,Automation,0,4,87,981,3,5,0,7,7,6,19,,Active,2026-03-14,2026-09-12,,,false,false,false,false,false,false
USR2604,2021-06-11,Starter,Ecommerce,1-10,US,Reporting,99,6,124,9961,20,10,0,4,29,13,37,Invoice,Active,2026-03-15,2026-08-19,,2021-06-13,false,false,false,false,false,true
USR2605,2020-07-08,Starter,Healthcare,1-10,Other,Analytics,99,8,153,6943,24,11,2,6,28,2,28,PayPal,Active,2026-03-11,2026-09-04,,2020-07-13,false,false,false,false,false,true
USR2606,2020-03-07,Starter,SaaS,1-10,France,Collaboration,99,8,176,10297,26,9,0,6,20,8,25,ACH,Active,2026-03-15,2026-03-20,,2020-03-10,false,false,false,false,false,true
USR2607,2024-06-29,Free,Education,11-50,Canada,Collaboration,0,1,21,798,4,4,0,4,23,1,23,,Active,2026-03-14,2026-08-09,,,false,false,false,false,false,true
USR2608,2020-10-17,Starter,Ecommerce,1-10,Other,Collaboration,99,10,236,6561,31,8,0,5,24,6,24,Credit Card,Active,2026-03-15,2026-10-30,,2020-10-18,false,false,false,false,false,false
USR2609,2022-03-17,Starter,Healthcare,51-200,Germany,Reporting,99,7,113,10243,15,7,0,7,17,7,14,Credit Card,Active,2026-03-12,2026-04-30,,2022-03-23,false,false,true,false,false,false
USR2610,2023-10-22,Free,Other,1-10,Germany,Analytics,0,1,21,668,2,3,0,7,7,9,9,,Active,2026-03-13,2026-11-24,,,false,false,true,false,false,false
USR2611,2023-12-21,Starter,Finance,1-10,UK,Automation,99,10,203,7532,19,10,0,5,25,9,29,PayPal,Active,2026-03-13,2026-12-30,,2023-12-25,false,false,false,false,false,false
USR2612,2021-05-05,Starter,SaaS,201-1000,US,Integration,99,2,9,2036,23,8,0,7,6,9,8,Credit Card,Paused,2026-02-11,,,2021-05-09,false,false,false,false,false,true
USR2613,2020-03-13,Free,Ecommerce,1-10,UK,Analytics,0,3,62,797,2,5,0,3,17,10,15,,Active,2026-03-15,2026-06-01,,,false,false,false,false,false,false
USR2614,2021-11-18,Enterprise,Education,1-10,India,Analytics,3499,,,,702,27,0,1,0,4,50,Invoice,Churned,,,2025-08-02,2021-11-24,true,true,false,false,false,true
USR2615,2019-09-22,Enterprise,Other,1000+,Other,Automation,2999,75,1464,190417,534,32,0,6,152,4,52,Invoice,Active,2026-03-12,2026-10-16,,2019-09-27,true,true,true,false,false,false
USR2616,2023-10-17,Starter,Education,1000+,Australia,Integration,99,6,124,8555,31,7,0,4,41,15,17,Credit Card,Active,2026-03-16,2026-11-11,,2023-10-22,false,false,false,false,false,false
USR2617,2021-04-19,Professional,Education,1-10,Australia,Automation,499,8,96,11831,134,15,0,4,0,5,31,PayPal,Churned,,,2025-06-26,2021-04-20,true,false,true,false,false,false
USR2618,2024-01-23,Starter,SaaS,51-200,Germany,Automation,99,2,47,7700,19,11,0,5,24,12,11,Credit Card,Active,2026-03-11,2026-03-19,,2024-01-24,false,false,false,false,false,false
USR2619,2019-03-29,Free,Other,11-50,US,Analytics,0,3,61,1132,2,5,0,6,29,5,21,,Active,2026-03-14,2026-06-02,,,false,false,false,false,false,false
USR2620,2022-12-24,Starter,Ecommerce,201-1000,India,Reporting,99,7,152,10509,15,7,0,4,60,6,31,Credit Card,Active,2026-03-13,2027-01-18,,2022-12-27,false,false,false,false,false,true
USR2621,2022-12-13,Professional,Healthcare,1-10,France,Collaboration,499,25,451,22685,221,12,0,7,76,15,40,PayPal,Active,,2027-02-04,,2022-12-15,true,true,false,false,false,true
USR2622,2023-01-10,Starter,Ecommerce,1000+,India,Automation,99,11,199,11215,30,8,0,5,33,10,26,PayPal,Active,2026-03-13,2026-01-31,,2023-01-11,false,false,false,false,false,true
USR2623,2024-08-24,Starter,Ecommerce,11-50,India,Automation,99,6,112,9409,19,8,0,7,29,5,21,ACH,Active,2026-03-12,2026-11-05,,2024-08-31,false,false,true,false,false,true
USR2624,2022-03-31,Free,SaaS,1-10,Canada,Collaboration,0,2,45,688,2,5,2,6,17,13,24,,Active,2026-03-14,2026-05-10,,,false,false,true,false,false,false
USR2625,2019-01-01,Professional,SaaS,51-200,Other,Reporting,499,7,157,21740,125,15,0,6,30,2,38,Credit Card,Active,2026-03-11,2026-04-01,,2019-01-07,true,false,false,false,false,true
USR2626,2021-04-22,Free,Other,1-10,US,Integration,0,3,48,822,5,5,0,7,3,14,24,,Active,2026-03-11,2026-04-27,,,false,false,true,false,false,false
USR2627,2019-06-30,Free,Healthcare,11-50,Australia,Reporting,0,1,11,566,4,3,0,,0,14,18,,Churned,2025-02-13,,2025-05-12,,false,false,true,false,false,false
USR2628,2023-01-09,Starter,Healthcare,51-200,Canada,Integration,99,14,312,8878,16,10,0,6,15,9,23,PayPal,Active,2026-03-12,2026-03-08,,2023-01-16,false,false,true,false,false,false
USR2629,2021-11-09,Free,SaaS,1-10,India,Analytics,0,,,,3,4,2,5,0,8,16,,Churned,,,2025-09-14,,false,false,false,false,false,false
USR2630,2023-04-06,Starter,Finance,11-50,US,Integration,99,,,,27,8,0,2,0,1,20,PayPal,Churned,2025-10-04,,2025-02-24,2023-04-12,false,false,false,false,false,false
USR2631,2021-01-30,Professional,SaaS,11-50,France,Collaboration,499,21,422,35189,115,17,0,9,78,7,33,ACH,Active,2026-03-16,2026-02-15,,2021-02-04,true,true,false,false,false,false
USR2632,2019-09-27,Free,Education,11-50,India,Automation,0,3,66,1134,4,3,3,5,14,6,20,,Active,2026-03-14,2026-10-12,,,false,false,false,true,false,false
USR2633,2020-02-26,Starter,Finance,51-200,Australia,Reporting,99,6,108,8276,21,11,0,4,19,10,25,ACH,Active,2026-03-12,2026-04-16,,2020-03-04,false,false,false,false,false,true
USR2634,2024-12-03,Professional,Healthcare,201-1000,US,Integration,499,20,408,25592,101,18,0,9,89,8,37,PayPal,Active,2026-03-14,2026-12-23,,2024-12-04,false,false,false,false,false,true
USR2635,2022-12-26,Enterprise,SaaS,201-1000,Australia,Collaboration,3999,28,625,179043,546,24,0,7,115,2,49,Credit Card,Active,2026-03-12,2026-12-25,,2022-12-30,false,true,false,false,false,true
USR2636,2024-04-05,Professional,Other,51-200,US,Analytics,499,16,286,32007,132,16,1,,103,6,32,Credit Card,Active,2026-03-14,2026-04-30,,2024-04-06,false,true,false,false,false,true
USR2637,2020-03-26,Starter,Education,1-10,Germany,Automation,99,9,171,8214,17,10,0,7,22,2,37,PayPal,Active,2026-03-13,2026-05-29,,2020-04-02,false,false,false,false,false,false
USR2638,2023-10-17,Starter,Ecommerce,11-50,US,Analytics,99,11,220,9782,25,11,0,6,53,15,31,Credit Card,Active,2026-03-11,2026-11-29,,2023-10-20,false,false,false,false,false,true
USR2639,2023-07-05,Starter,Ecommerce,1000+,Canada,Automation,99,7,115,9643,16,11,0,5,39,8,22,PayPal,Active,2026-03-12,2026-07-28,,2023-07-12,false,false,false,false,false,false
USR2640,2022-10-08,Starter,Education,1-10,Other,Integration,99,7,151,10137,29,8,0,5,23,15,30,PayPal,Active,2026-03-13,2026-11-17,,2022-10-15,false,false,false,false,false,true
USR2641,2020-08-18,Enterprise,Other,1000+,US,Analytics,2999,47,855,124923,445,30,3,9,132,4,51,Credit Card,Active,2026-03-14,2026-09-04,,2020-08-22,true,false,false,false,false,false
USR2642,2019-08-19,Free,Other,1-10,Australia,Analytics,0,1,10,396,4,3,1,4,0,6,20,,Churned,,,2024-11-23,,false,false,false,true,false,false
USR2643,2023-11-10,Free,Education,1-10,Canada,Collaboration,0,3,70,1157,2,4,0,,25,13,14,,Active,2026-03-15,2026-11-28,,,false,false,false,false,false,true
USR2644,2019-04-28,Starter,Other,1-10,UK,Collaboration,99,9,189,9463,34,7,0,8,17,8,21,Credit Card,Active,2026-03-12,2026-06-29,,2019-05-02,false,false,false,false,false,false
USR2645,2023-05-18,Starter,SaaS,11-50,India,Analytics,99,3,66,11543,27,9,0,8,29,11,33,Credit Card,Active,2026-03-12,2026-06-03,,2023-05-22,false,false,false,false,false,true
USR2646,2020-02-20,Starter,Finance,1-10,Other,Reporting,99,5,100,6465,29,7,0,7,10,10,32,Credit Card,Active,2026-03-16,2026-04-14,,2020-02-26,false,false,false,false,false,true
USR2647,2019-09-25,Enterprise,Other,1000+,Other,Analytics,3499,32,623,234974,507,32,3,6,358,9,42,ACH,Active,2026-03-11,2026-11-01,,2019-09-28,false,true,false,true,false,false
USR2648,2022-12-21,Free,Healthcare,1-10,France,Collaboration,0,0,5,464,5,5,0,1,0,6,24,,Churned,2025-11-07,,2025-05-22,,false,false,false,false,false,false
USR2649,2020-03-23,Starter,Education,1-10,India,Automation,99,6,131,11644,20,10,0,6,57,15,15,Invoice,Active,2026-03-14,2026-04-16,,2020-03-30,false,false,false,false,false,true
USR2650,2024-10-30,Starter,SaaS,201-1000,Australia,Automation,99,8,153,11273,25,11,0,7,26,1,26,PayPal,Active,2026-03-14,2026-12-31,,2024-11-03,false,false,false,false,false,false
USR2651,2024-03-30,Free,Ecommerce,1-10,India,Automation,0,3,52,777,4,5,0,9,20,10,13,,Active,2026-03-11,2026-06-25,,,false,false,false,false,false,false
USR2652,2019-02-10,Free,Media,1-10,Australia,Automation,0,1,12,501,3,4,0,5,0,9,14,,Churned,,,2025-12-10,,false,false,true,false,false,false
USR2653,2023-11-20,Free,Other,11-50,US,Collaboration,0,3,66,863,4,4,0,4,21,10,21,,Active,2026-03-15,2026-12-12,,,false,false,false,false,false,false
USR2654,2023-11-08,Starter,Media,1-10,France,Reporting,99,3,65,6919,24,9,0,6,7,8,37,Credit Card,Active,2026-03-16,2026-11-08,,2023-11-15,false,false,false,false,false,false
USR2655,2024-07-29,Starter,SaaS,201-1000,Germany,Integration,99,3,41,3380,20,8,0,3,0,5,33,Invoice,Churned,2025-10-28,,2025-04-26,2024-07-30,false,false,false,false,false,false
USR2656,2022-07-29,Free,Media,51-200,UK,Automation,0,1,12,426,3,4,0,5,0,8,27,,Churned,,,2025-06-05,,false,false,false,false,false,false
USR2657,2023-03-18,Starter,SaaS,11-50,Australia,Automation,99,8,171,7868,30,10,0,6,14,15,11,Credit Card,Active,2026-03-15,2026-05-11,,2023-03-21,false,false,false,false,false,false
USR2658,2022-11-13,Starter,Finance,1-10,US,Reporting,99,9,200,7487,23,7,0,8,25,13,23,Credit Card,Active,2026-03-14,2027-01-02,,2022-11-14,false,false,true,false,false,false
USR2659,2024-04-14,Professional,Healthcare,51-200,India,Collaboration,499,12,258,25937,127,15,0,6,44,1,29,Credit Card,Active,2026-03-15,2026-04-16,,2024-04-20,false,false,false,false,false,true
USR2660,2023-03-12,Professional,Education,11-50,India,Automation,499,18,321,29482,165,13,0,10,60,11,33,Credit Card,Active,2026-03-15,2026-05-03,,2023-03-19,false,false,false,false,false,false
USR2661,2020-02-29,Free,Finance,1-10,Germany,Automation,0,1,9,432,4,4,0,0,0,8,24,,Churned,,,2025-10-18,,false,false,false,false,false,false
USR2662,2021-01-05,Starter,Media,1-10,India,Automation,99,12,242,8229,30,7,0,6,50,14,13,Credit Card,Active,2026-03-16,2026-04-06,,2021-01-09,false,false,false,false,false,false
USR2663,2022-10-19,Professional,SaaS,51-200,Other,Integration,499,17,319,22612,139,14,0,7,101,2,37,Credit Card,Active,2026-03-14,2026-10-17,,2022-10-20,true,false,false,false,false,true
USR2664,2022-08-12,Professional,Finance,11-50,UK,Automation,499,19,342,41986,222,13,0,8,104,6,29,ACH,Active,2026-03-11,2026-09-08,,2022-08-16,false,false,false,false,false,false
USR2665,2019-11-22,Professional,SaaS,1-10,Other,Automation,499,24,405,22103,158,14,0,10,104,7,44,Invoice,Active,2026-03-16,2027-02-11,,2019-11-26,false,true,false,false,false,false
USR2666,2022-11-10,Professional,Ecommerce,51-200,Australia,Integration,499,,,,214,17,0,2,0,15,17,PayPal,Churned,,,2025-03-31,2022-11-12,false,true,true,false,false,false
USR2667,2024-01-25,Professional,Education,51-200,US,Reporting,499,26,476,39874,156,16,0,8,106,4,26,ACH,Active,2026-03-11,2026-04-12,,2024-01-30,false,false,false,false,false,true
USR2668,2020-05-11,Free,Education,201-1000,UK,Analytics,0,1,17,1344,4,4,5,7,16,4,11,,Active,2026-03-14,2026-07-24,,,false,false,false,false,false,false
USR2669,2022-02-15,Starter,Healthcare,11-50,UK,Analytics,99,5,95,10567,29,11,0,9,28,15,24,PayPal,Active,2026-03-13,2026-03-22,,2022-02-22,false,false,true,false,false,true
USR2670,2024-04-01,Professional,Media,51-200,UK,Analytics,499,17,305,39716,178,12,0,8,103,13,32,Credit Card,Active,2026-03-14,2026-05-08,,2024-04-02,true,false,false,false,false,false
USR2671,2019-11-20,Starter,SaaS,11-50,Australia,Integration,99,9,171,7676,19,8,0,4,26,10,14,Credit Card,Active,2026-03-15,2027-01-22,,2019-11-26,false,false,false,false,false,true
USR2672,2023-07-03,Free,Media,1-10,Canada,Integration,0,,,,3,5,0,,0,14,24,,Churned,2025-10-06,,2025-04-12,,false,false,false,false,false,true
USR2673,2024-11-20,Professional,SaaS,1-10,Canada,Collaboration,499,27,626,37860,181,14,0,8,38,8,40,PayPal,Active,2026-03-14,2026-12-15,,2024-11-22,true,false,false,false,false,true
USR2674,2021-11-24,Free,Education,1-10,US,Analytics,0,4,64,1023,3,4,0,5,12,4,10,,Active,,2026-12-25,,,false,false,false,false,false,true
USR2675,2019-07-02,Starter,Education,1-10,US,Collaboration,99,15,340,7635,21,7,0,5,19,12,24,PayPal,Active,2026-03-12,2026-09-04,,2019-07-04,false,false,false,false,false,true
USR2676,2021-12-28,Professional,Finance,11-50,US,Integration,499,20,347,33570,98,16,0,7,36,1,26,Credit Card,Active,2026-03-14,2027-02-18,,2022-01-02,false,false,false,false,false,false
USR2677,2023-11-06,Professional,Education,51-200,France,Automation,499,28,578,36967,184,14,0,7,88,14,18,ACH,Active,2026-03-14,2027-01-21,,2023-11-10,false,true,false,false,false,true
USR2678,2019-12-14,Starter,Other,201-1000,India,Analytics,99,6,124,8100,17,7,3,6,14,3,32,Credit Card,Active,2026-03-14,2027-02-11,,2019-12-16,false,false,false,false,false,false
USR2679,2019-08-22,Free,SaaS,11-50,Germany,Automation,0,3,58,1110,2,4,0,3,10,13,25,,Active,2026-03-15,2026-10-07,,,false,false,false,false,false,false
USR2680,2023-01-17,Starter,Ecommerce,1-10,Canada,Automation,99,13,299,8914,22,11,0,3,20,1,21,PayPal,Active,2026-03-12,2026-04-01,,2023-01-24,false,false,false,false,false,true
USR2681,2021-02-10,Professional,Media,201-1000,US,Integration,499,,,,157,11,0,5,0,4,30,Invoice,Churned,,,2025-08-20,2021-02-15,true,false,true,false,false,true
USR2682,2019-07-18,Starter,SaaS,1-10,Other,Analytics,99,,,,23,8,0,3,0,13,28,Credit Card,Churned,,,2025-04-15,2019-07-23,false,false,true,false,false,false
USR2683,2023-03-01,Enterprise,Finance,1000+,Canada,Analytics,2999,47,968,96667,755,26,5,8,103,9,36,ACH,Active,2026-03-15,2026-03-10,,2023-03-03,true,true,false,false,false,false
USR2684,2021-01-11,Free,Media,11-50,Australia,Integration,0,2,22,617,2,3,0,,0,10,9,,Churned,2025-04-28,,2025-12-22,,false,false,false,false,false,false
USR2685,2019-04-01,Enterprise,Media,201-1000,Germany,Analytics,4499,55,950,129438,547,32,0,9,261,7,35,Invoice,Active,2026-03-15,2026-05-21,,2019-04-05,false,false,false,false,true,true
USR2686,2022-07-11,Starter,Healthcare,201-1000,Canada,Automation,99,11,223,8258,29,7,0,,34,12,32,Credit Card,Active,2026-03-16,2026-07-11,,2022-07-14,false,false,false,false,false,true
USR2687,2019-09-02,Enterprise,Education,1000+,India,Collaboration,3999,61,1320,182124,490,32,0,10,177,9,57,Invoice,Active,2026-03-14,2026-09-30,,2019-09-05,true,true,false,false,true,true
USR2688,2024-12-20,Enterprise,SaaS,201-1000,India,Collaboration,1499,68,1445,188382,627,23,0,,294,12,45,Credit Card,Active,2026-03-12,2027-02-10,,2024-12-22,false,false,false,false,false,false
USR2689,2023-09-22,Starter,Media,11-50,US,Analytics,99,14,255,8526,20,7,0,7,42,15,21,Credit Card,Active,2026-03-14,2026-11-05,,2023-09-23,false,false,false,false,false,true
USR2690,2019-09-26,Starter,Education,1-10,Other,Automation,99,11,236,8771,17,9,3,8,13,2,22,Credit Card,Active,2026-03-11,2026-09-25,,2019-10-02,false,false,false,false,false,false
USR2691,2024-06-22,Free,Healthcare,1-10,Germany,Reporting,0,1,5,193,4,5,0,5,7,12,9,,Paused,2026-01-12,,,,false,false,false,false,false,true
USR2692,2019-02-26,Professional,SaaS,201-1000,Canada,Integration,499,19,427,25377,178,16,0,9,109,9,39,Credit Card,Active,2026-03-13,2026-03-15,,2019-03-04,true,false,false,false,false,true
USR2693,2024-11-02,Professional,Finance,51-200,Other,Collaboration,499,7,126,19757,192,13,0,6,11,3,31,ACH,Active,2026-03-15,2026-11-25,,2024-11-04,true,false,true,false,false,true
USR2694,2020-02-28,Enterprise,Healthcare,201-1000,US,Integration,4499,25,548,136818,639,31,0,8,33,6,41,ACH,Active,,2026-04-26,,2020-03-03,true,false,false,false,false,true
USR2695,2024-04-24,Free,Media,1-10,Australia,Reporting,0,,,,4,5,0,6,0,6,27,,Churned,,,2024-11-23,,false,false,true,false,false,true
USR2696,2021-03-18,Professional,Finance,201-1000,India,Reporting,499,18,412,31486,116,18,0,10,90,9,41,Credit Card,Active,2026-03-13,2026-05-07,,2021-03-21,false,false,false,false,false,false
USR2697,2023-03-24,Starter,Ecommerce,1-10,Australia,Collaboration,99,,,,22,11,0,6,0,15,26,PayPal,Churned,,,2025-01-23,2023-03-30,false,false,false,false,false,true
USR2698,2022-10-01,Free,SaaS,11-50,Canada,Automation,0,3,48,795,2,5,0,6,5,5,15,,Active,2026-03-16,2026-10-12,,,false,false,false,false,false,false
USR2699,2022-06-15,Professional,Media,51-200,India,Collaboration,499,16,348,28168,177,14,0,7,92,13,35,Credit Card,Active,2026-03-15,2026-07-22,,2022-06-21,true,true,false,false,false,false
USR2700,2020-07-11,Professional,Other,11-50,France,Collaboration,499,20,429,21226,162,16,0,8,88,15,18,ACH,Active,2026-03-16,2026-07-27,,2020-07-16,false,false,false,false,false,true
USR2701,2023-12-19,Starter,Finance,11-50,UK,Reporting,99,9,171,7956,22,8,0,6,58,9,20,Credit Card,Active,2026-03-12,2027-03-09,,2023-12-20,false,false,false,false,false,false
USR2702,2024-03-27,Starter,Other,1-10,Other,Automation,99,9,200,8358,24,11,0,9,46,15,23,PayPal,Active,2026-03-12,2026-05-11,,2024-03-30,false,false,false,false,false,true
USR2703,2021-10-05,Starter,Finance,1-10,Canada,Automation,99,12,231,9011,22,8,0,6,58,14,23,Credit Card,Active,2026-03-14,2026-10-03,,2021-10-11,false,false,false,false,false,false
USR2704,2020-05-23,Professional,Media,51-200,Australia,Collaboration,499,23,450,30951,189,12,0,6,60,6,16,ACH,Active,2026-03-13,2026-06-25,,2020-05-25,false,true,false,false,false,false
USR2705,2022-07-04,Free,SaaS,1-10,Other,Collaboration,0,3,60,1162,4,3,0,5,23,7,19,,Active,2026-03-16,2026-07-06,,,false,false,false,false,false,true
USR2706,2021-07-23,Professional,Media,1000+,UK,Analytics,499,6,73,15784,211,16,0,2,0,4,24,Credit Card,Churned,,,2025-01-23,2021-07-27,false,true,true,false,false,false
USR2707,2020-08-02,Starter,Ecommerce,1-10,US,Reporting,99,9,198,10732,29,10,0,6,29,2,27,Credit Card,Active,2026-03-16,2026-08-21,,2020-08-06,false,false,false,false,false,false
USR2708,2024-10-02,Starter,Other,11-50,France,Automation,99,7,160,8219,32,11,0,7,22,13,19,PayPal,Active,2026-03-14,2026-11-09,,2024-10-04,false,false,false,false,false,true
USR2709,2024-11-15,Free,SaaS,1-10,Australia,Analytics,0,1,16,851,3,3,0,7,12,5,22,,Active,2026-03-16,2027-01-07,,,false,false,false,false,false,false
USR2710,2022-11-13,Free,Healthcare,1-10,France,Integration,0,3,60,1200,5,5,0,5,21,14,16,,Active,2026-03-15,2027-02-08,,,false,false,false,false,false,true
USR2711,2024-06-07,Free,SaaS,51-200,Canada,Analytics,0,3,54,827,2,3,0,4,14,6,21,,Active,2026-03-12,2026-07-19,,,false,false,true,false,false,false
USR2712,2019-03-05,Starter,SaaS,201-1000,US,Automation,99,10,206,7667,27,7,0,5,58,9,21,Credit Card,Active,2026-03-16,2026-04-03,,2019-03-10,false,false,true,false,false,false
USR2713,2019-09-26,Enterprise,Other,201-1000,Other,Analytics,4499,27,597,126495,440,32,0,10,105,5,36,ACH,Active,2026-03-13,2026-10-31,,2019-09-28,true,false,false,false,false,false
USR2714,2020-06-20,Free,Finance,1-10,Canada,Automation,0,,,,3,5,0,5,0,9,16,,Churned,,,2025-10-19,,false,false,true,false,false,false
USR2715,2020-02-07,Free,Other,1-10,Canada,Reporting,0,2,35,1242,5,5,0,5,12,12,11,,Active,2026-03-13,2026-04-24,,,false,false,true,false,false,false
USR2716,2022-03-12,Starter,Other,201-1000,US,Analytics,99,14,306,10295,22,11,2,8,33,7,21,Credit Card,Active,,2026-05-13,,2022-03-16,false,false,false,true,false,true
USR2717,2022-06-13,Free,Media,11-50,UK,Automation,0,1,21,1494,4,4,0,5,20,14,14,,Active,2026-03-16,2026-08-08,,,false,false,false,false,false,false
USR2718,2022-08-18,Starter,Media,11-50,Canada,Reporting,99,12,233,10892,16,11,0,9,25,5,8,Credit Card,Active,2026-03-13,2026-09-21,,2022-08-22,false,false,false,false,false,false
USR2719,2019-08-02,Free,Healthcare,1-10,US,Automation,0,3,67,1251,3,5,1,5,3,11,5,,Active,2026-03-13,2026-09-25,,,false,false,false,true,false,false
USR2720,2020-06-21,Starter,Ecommerce,11-50,France,Integration,99,13,212,8479,26,11,0,9,57,9,23,Credit Card,Active,2026-03-15,2026-06-22,,2020-06-22,false,false,false,false,false,false
USR2721,2020-06-09,Starter,Finance,1-10,Other,Analytics,99,4,64,6145,21,10,0,7,6,13,21,Credit Card,Active,2026-03-13,2026-07-28,,2020-06-13,false,false,true,false,false,false
USR2722,2020-06-27,Enterprise,SaaS,51-200,US,Reporting,2999,27,433,134861,355,22,0,10,73,4,47,ACH,Active,2026-03-14,2026-07-13,,2020-06-29,true,true,false,false,false,true
USR2723,2024-05-07,Professional,Other,51-200,UK,Automation,499,15,319,33717,204,14,0,6,25,10,29,PayPal,Active,2026-03-11,2026-07-16,,2024-05-09,true,true,false,false,false,false
USR2724,2020-03-01,Free,SaaS,11-50,Canada,Collaboration,0,,,,2,4,0,1,0,9,21,,Churned,,,2024-12-10,,false,false,true,false,false,true
USR2725,2022-08-04,Enterprise,Finance,1000+,Germany,Automation,4499,36,660,145911,424,28,4,10,353,11,37,Invoice,Active,2026-03-16,2026-10-12,,2022-08-09,true,false,false,false,true,false
USR2726,2024-03-04,Free,Other,201-1000,India,Reporting,0,0,5,564,2,5,0,5,0,4,10,,Churned,2025-08-20,,2025-07-23,,false,false,true,false,false,false
USR2727,2022-02-08,Starter,Healthcare,1-10,Other,Reporting,99,11,218,6460,32,7,0,8,16,3,25,PayPal,Active,2026-03-12,2026-04-22,,2022-02-10,false,false,false,false,false,true
USR2728,2023-05-06,Free,Other,1-10,Other,Reporting,0,2,39,1029,4,3,0,6,12,8,12,,Active,2026-03-16,2026-06-07,,,false,false,false,false,false,false
USR2729,2020-03-07,Free,Ecommerce,1-10,US,Analytics,0,3,67,961,3,4,0,6,8,14,18,,Active,2026-03-16,2026-04-25,,,false,false,false,false,false,true
