employee_id,employee_age,gender,department,job_level,location,education,hire_date,hire_source,tenure_years,employment_type,salary,bonus_pct,benefits_tier,performance_rating,training_hours_annual,sick_days_annual,vacation_days_annual,remote_eligible,remote_work_pct,overtime_hours_annual,last_promotion_date,years_since_promotion,promotion_eligible,manager_flag,direct_reports,projects_count,top_performer,stock_options,attrition_risk,exit_date,last_review_date,next_review_date
EMP01064,55,F,Engineering,Manager,Austin,Master,2016-08-04,Agency,7.6,Full-time,216722,11.6,Standard,4,34,4,15,True,0,226,,,False,True,8,5,False,True,True,,2023-11-29,2024-10-01
EMP01065,59,F,Customer Success,Lead,NYC,Master,2015-04-09,Agency,8.9,Full-time,229821,7.6,Premium,3,16,0,25,False,0,25,,,False,False,0,6,False,True,False,,2023-11-09,2024-09-14
EMP01066,22,F,Finance,Senior IC,HQ-SF,Bachelor,2016-01-02,Referral,8.2,Part-time,173419,1.9,Premium,3,27,7,23,True,0,79,,,False,False,0,1,False,False,False,,2023-11-21,2024-06-24
EMP01067,33,M,Marketing,Senior IC,NYC,High School,2022-01-03,LinkedIn,2.2,Part-time,130692,3.5,Basic,3,23,1,18,False,0,100,2018-07-17,5.7,True,False,0,1,False,False,False,,2024-01-10,2024-09-23
EMP01068,58,F,Operations,Senior Manager,Austin,Master,2018-05-26,LinkedIn,5.8,Contract,269949,13.9,Standard,4,32,1,15,False,0,224,2023-01-25,1.1,False,True,9,15,False,True,True,2023-05-02,2023-12-25,2024-09-15
EMP01069,28,F,Customer Success,Individual Contributor,Austin,Associate,2021-04-03,LinkedIn,2.9,Full-time,76068,8.0,Basic,3,33,5,25,True,100,26,,,False,False,0,8,False,False,False,,2023-10-11,2024-08-14
EMP01070,56,M,Sales,Lead,London,Bachelor,2017-06-06,Agency,6.8,Full-time,204731,17.2,Premium,4,50,6,25,True,60,22,2023-02-24,1.1,False,False,0,7,False,True,False,,2024-02-12,2024-09-06
EMP01071,27,Non-binary,HR,Senior IC,NYC,Bachelor,2019-06-07,LinkedIn,4.8,Full-time,165335,11.6,Standard,4,60,9,15,True,80,149,2022-10-01,1.5,False,False,0,2,False,False,False,,2023-10-18,2024-05-22
EMP01072,46,F,Engineering,Manager,London,Bachelor,2018-04-28,Internal,5.9,Part-time,216586,3.4,Standard,4,59,4,16,False,0,77,,,False,True,3,8,False,True,False,,2024-01-10,2024-09-12
EMP01073,44,F,Engineering,Individual Contributor,HQ-SF,Bachelor,2023-12-27,Indeed,0.2,Full-time,99572,8.1,Standard,4,43,10,20,False,0,1,,,False,False,0,3,False,False,False,,2023-10-04,2024-08-06
EMP01074,51,M,Customer Success,Manager,Toronto,Associate,2015-07-23,Indeed,8.6,Contract,182709,5.8,Premium,2,20,0,16,False,0,150,,,False,True,4,3,False,True,True,2024-02-05,2023-11-04,2024-09-30
EMP01075,32,M,Finance,Manager,NYC,Master,2017-07-19,LinkedIn,6.7,Full-time,258330,5.0,Standard,4,30,7,25,True,20,257,2023-03-09,1.0,False,True,3,9,False,True,False,,2023-09-21,2024-08-07
EMP01076,62,M,Legal,Senior Manager,Austin,Bachelor,2018-03-26,LinkedIn,6.0,Part-time,232342,10.7,Standard,4,39,6,25,False,0,144,,,False,True,10,10,False,True,False,,2023-10-11,2024-06-06
EMP01077,36,M,Engineering,Senior IC,Remote-US,Bachelor,2017-11-07,Indeed,6.4,Full-time,129593,11.0,Standard,4,43,5,23,True,100,50,2021-02-01,3.1,True,False,0,4,False,False,False,,2023-11-16,2024-09-28
EMP01078,48,F,Engineering,Senior Manager,Toronto,Bachelor,2020-07-18,Agency,3.7,Full-time,215617,6.9,Standard,3,25,5,23,True,80,280,,,False,True,13,6,False,True,False,,2023-09-24,2024-06-08
EMP01079,49,M,Marketing,Lead,HQ-SF,Bachelor,2021-09-11,Referral,2.5,Full-time,214676,6.8,Premium,4,31,5,15,True,80,34,2023-03-17,1.0,False,False,0,1,False,True,True,2022-04-05,2023-12-26,2024-09-06
EMP01080,53,F,Operations,Manager,Austin,Master,2016-08-04,Referral,7.6,Full-time,242809,14.6,Premium,5,37,8,15,True,20,135,2022-08-25,1.6,False,True,3,8,True,True,True,2023-10-22,2024-02-09,2024-09-29
EMP01081,43,M,Finance,Senior IC,Remote-US,Bachelor,2017-07-18,Referral,6.7,Full-time,126975,11.2,Premium,4,56,3,22,True,100,158,,,False,False,0,4,False,False,False,,2024-01-17,2024-05-20
EMP01082,32,F,Sales,Senior Manager,Toronto,Bachelor,2019-07-01,LinkedIn,4.7,Contract,253726,24.5,Standard,4,55,10,20,True,0,184,2023-01-12,1.2,False,True,8,6,False,True,False,,2023-11-19,2024-05-04
EMP01083,60,M,Engineering,Individual Contributor,HQ-SF,High School,2022-01-07,Referral,2.2,Full-time,106518,7.1,Basic,4,41,5,25,True,60,178,2021-05-29,2.8,True,False,0,3,False,False,False,,2023-10-21,2024-06-04
EMP01084,30,M,Customer Success,Senior Manager,Austin,PhD,2015-12-22,Indeed,8.2,Full-time,301859,12.0,Standard,4,38,1,17,False,0,57,2022-02-15,2.1,True,True,12,11,False,True,False,,2024-02-11,2024-09-11
EMP01085,27,F,Operations,Individual Contributor,Toronto,Master,2021-10-07,Internal,2.4,Full-time,102396,14.4,Standard,5,43,7,15,True,0,182,2021-11-09,2.3,True,False,0,3,False,False,True,2023-09-30,2023-12-18,2024-05-09
EMP01086,36,M,Sales,Individual Contributor,HQ-SF,Bachelor,2023-09-12,Referral,0.5,Full-time,99918,14.9,Basic,3,49,0,17,True,20,102,,,False,False,0,5,False,False,False,,2024-01-01,2024-06-13
EMP01087,45,F,Sales,Senior IC,London,High School,2019-12-14,Agency,4.3,Full-time,137697,15.6,Premium,4,39,10,19,True,0,133,2021-01-03,3.2,True,False,0,7,False,False,False,,2024-01-24,2024-04-23
EMP01088,59,M,Sales,Lead,HQ-SF,Bachelor,2020-06-04,Referral,3.8,Full-time,205791,6.7,Premium,3,31,7,24,True,40,8,,,False,False,0,4,False,True,False,,2024-01-09,2024-09-18
EMP01089,36,M,Engineering,Individual Contributor,London,Associate,2021-12-08,University,2.3,Full-time,89982,6.9,Basic,4,36,10,22,True,60,29,2019-12-12,4.3,True,False,0,8,False,False,False,,2024-01-25,2024-07-18
EMP01090,25,F,Operations,Senior IC,NYC,Master,2015-02-12,Referral,9.1,Full-time,188129,2.0,Standard,3,25,8,24,True,20,190,,,False,False,0,6,False,False,True,2018-09-29,2023-10-22,2024-07-24
EMP01091,22,M,Operations,Lead,Austin,Bachelor,2021-10-12,University,2.4,Full-time,164708,6.6,Standard,4,32,8,17,True,60,69,2023-07-27,0.6,False,False,0,4,False,True,False,,2024-01-27,2024-04-26
EMP01092,39,M,Engineering,Lead,NYC,Associate,2019-03-18,University,5.0,Full-time,183786,4.4,Premium,2,21,7,17,True,80,94,2019-04-13,4.9,False,False,0,7,False,True,True,,2023-12-20,2024-07-29
EMP01093,64,F,Engineering,Manager,Remote-US,PhD,2022-08-18,Internal,1.6,Full-time,186182,8.6,Premium,4,48,4,25,True,100,174,2023-02-24,1.1,False,True,7,3,False,True,True,2023-06-07,2024-01-20,2024-04-26
EMP01094,49,M,Engineering,Lead,Toronto,High School,2017-09-15,LinkedIn,6.5,Full-time,180106,10.3,Standard,4,33,2,18,True,80,47,2023-05-16,0.8,False,False,0,2,False,True,False,,2023-12-10,2024-07-16
EMP01095,44,F,Sales,Individual Contributor,NYC,Bachelor,2018-10-18,Indeed,5.4,Full-time,102770,11.7,Standard,3,31,1,25,True,60,192,2020-07-02,3.7,True,False,0,6,False,False,True,2021-02-16,2023-11-09,2024-08-04
EMP01096,53,M,Sales,Senior IC,Toronto,Master,2017-04-29,Referral,6.9,Full-time,143312,19.9,Standard,3,15,2,18,False,0,183,,,False,False,0,5,False,False,False,,2023-11-06,2024-07-20
EMP01097,22,M,IT,Individual Contributor,Toronto,Bachelor,2018-04-30,LinkedIn,5.9,Contract,98561,5.1,Basic,4,51,1,20,True,80,58,2022-07-07,1.7,False,False,0,7,False,False,False,,2024-02-08,2024-06-17
EMP01098,46,F,Sales,Senior IC,HQ-SF,Associate,2021-08-26,Referral,2.6,Full-time,160165,20.8,Basic,4,30,4,23,True,100,154,2019-04-16,4.9,True,False,0,2,False,False,False,,2024-01-08,2024-09-13
EMP01099,25,F,Engineering,Senior IC,HQ-SF,High School,2019-04-20,University,4.9,Full-time,148382,7.5,Standard,3,14,9,16,True,60,43,2021-07-29,2.6,False,False,0,8,False,False,True,2019-11-15,2023-10-23,2024-09-10
EMP01100,52,M,Marketing,Lead,Singapore,Master,2018-10-02,Internal,5.5,Full-time,211244,13.0,Standard,4,45,4,24,False,0,79,2022-10-03,1.4,False,False,0,3,False,True,True,2020-05-25,2023-11-02,2024-07-08
EMP01101,57,M,Sales,Individual Contributor,HQ-SF,Bachelor,2021-12-13,LinkedIn,2.3,Part-time,102169,15.3,Premium,3,40,5,21,False,0,24,,,False,False,0,4,False,False,True,2023-04-29,2023-11-13,2024-07-13
EMP01102,48,F,Sales,Lead,Remote-US,Associate,2016-02-28,University,8.0,Full-time,176899,17.2,Standard,5,56,3,23,True,100,88,,,False,False,0,1,True,True,False,,2023-12-23,2024-09-25
EMP01103,53,F,Engineering,Lead,NYC,Associate,2018-11-26,Indeed,5.3,Full-time,208010,1.6,Standard,3,39,1,18,True,80,67,2019-11-22,4.3,True,False,0,1,False,True,False,,2023-10-16,2024-05-25
EMP01104,43,M,Engineering,Lead,Toronto,Master,2020-08-24,University,3.6,Full-time,197110,9.6,Premium,4,56,1,17,True,40,93,2021-10-22,2.4,True,False,0,3,False,True,False,,2024-01-18,2024-08-04
EMP01105,33,M,Customer Success,Manager,Singapore,Master,2018-08-14,Indeed,5.6,Full-time,259950,6.0,Standard,5,57,6,17,False,0,77,,,False,True,6,14,True,True,False,,2023-12-17,2024-09-07
EMP01106,35,M,Operations,Individual Contributor,NYC,High School,2023-02-10,Indeed,1.1,Full-time,91603,4.8,Standard,3,10,7,24,True,100,188,2018-05-17,5.8,True,False,0,1,False,False,False,,2023-11-14,2024-09-09
EMP01107,24,M,HR,Senior IC,Toronto,Associate,2021-04-22,Internal,2.9,Full-time,111135,6.2,Premium,2,16,10,25,False,0,23,,,False,False,0,2,False,False,True,,2023-10-17,2024-06-02
EMP01108,30,M,Sales,Lead,Austin,Master,2016-05-10,LinkedIn,7.8,Full-time,194725,18.3,Premium,4,35,10,17,False,0,34,2021-11-08,2.4,True,False,0,4,False,True,True,2023-12-29,2023-12-29,2024-06-13
EMP01109,56,F,Customer Success,Lead,Austin,Associate,2016-02-14,Referral,8.1,Full-time,184832,13.2,Standard,4,34,10,25,True,100,35,2021-03-12,3.0,True,False,0,6,False,True,True,,2023-11-17,2024-05-07
EMP01110,26,F,Sales,Senior IC,London,Master,2018-10-09,Agency,5.4,Full-time,150856,10.3,Standard,3,29,8,24,False,0,49,,,False,False,0,6,False,False,False,,2023-11-23,2024-05-07
EMP01111,33,F,Finance,Lead,Toronto,Master,2019-04-29,Indeed,4.9,Full-time,152822,3.1,Standard,1,29,8,17,False,0,75,,,False,False,0,1,False,True,True,2022-02-05,2023-11-09,2024-08-02
EMP01112,33,M,Engineering,Individual Contributor,NYC,Bachelor,2023-09-11,Referral,0.5,Full-time,83623,6.7,Basic,2,80,6,24,False,0,159,,,False,False,0,4,False,False,False,,2024-01-07,2024-06-28
EMP01113,34,M,Sales,Lead,Austin,Bachelor,2018-01-11,Referral,6.2,Full-time,162820,8.6,Premium,3,16,7,20,True,100,67,2018-08-06,5.6,True,False,0,5,False,True,False,,2023-11-14,2024-06-26
EMP01114,46,F,IT,Senior IC,Austin,High School,2021-12-15,Indeed,2.2,Full-time,106855,6.7,Premium,3,28,5,17,False,0,143,,,False,False,0,6,False,False,False,,2024-02-12,2024-06-16
EMP01115,49,F,Engineering,Lead,HQ-SF,Master,2018-03-06,Internal,6.0,Full-time,227210,2.1,Premium,3,13,8,23,True,0,97,,,False,False,0,6,False,True,False,,2023-12-22,2024-06-23
EMP01116,47,M,Sales,Manager,Remote-US,Bachelor,2022-06-24,Referral,1.7,Full-time,151459,11.9,Premium,3,32,1,22,True,100,229,,,False,True,6,13,False,True,False,,2023-09-18,2024-04-27
EMP01117,27,F,Engineering,Senior Manager,Toronto,Bachelor,2015-11-27,LinkedIn,8.3,Full-time,280713,14.2,Standard,4,33,5,21,True,40,157,2022-09-22,1.5,False,True,13,13,False,True,False,,2024-02-09,2024-05-08
EMP01118,65,M,Engineering,Senior Manager,Austin,Master,2017-01-10,LinkedIn,7.2,Full-time,267829,9.2,Premium,4,58,4,20,False,0,54,2021-05-11,2.8,True,True,6,9,False,True,False,,2023-10-13,2024-07-10
EMP01119,38,F,Operations,Manager,Remote-US,Master,2016-12-29,Agency,7.2,Part-time,181528,2.6,Premium,3,13,4,15,True,100,266,2021-12-24,2.2,False,True,6,13,False,True,False,,2023-10-12,2024-08-01
EMP01120,41,F,Legal,Individual Contributor,Remote-US,Master,2020-10-07,University,3.4,Full-time,80164,4.6,Basic,3,34,6,23,True,100,13,,,False,False,0,4,False,False,False,,2024-01-24,2024-04-19
EMP01121,57,M,Sales,Individual Contributor,Toronto,Bachelor,2021-06-25,LinkedIn,2.7,Part-time,85241,14.6,Basic,3,26,5,17,False,0,181,,,False,False,0,6,False,False,False,,2023-12-21,2024-07-22
EMP01122,49,F,Engineering,Senior Manager,NYC,Master,2017-06-02,University,6.8,Part-time,309191,4.8,Premium,3,17,1,23,True,20,100,2020-06-11,3.8,True,True,9,9,False,True,False,,2024-02-02,2024-08-06
EMP01123,41,F,Finance,Manager,Remote-US,Bachelor,2018-02-20,Internal,6.1,Full-time,162981,2.0,Premium,3,24,8,20,True,100,228,2019-10-01,4.5,True,True,6,11,False,True,False,,2023-12-09,2024-08-18
EMP01124,65,M,Customer Success,Director,Toronto,Master,2018-03-20,LinkedIn,6.0,Full-time,334433,45.5,Premium,3,33,7,19,False,0,272,2019-03-12,5.0,True,True,24,6,False,True,False,,2023-09-25,2024-08-13
EMP01125,52,M,Sales,Individual Contributor,London,Bachelor,2019-09-22,University,4.5,Full-time,84884,9.8,Basic,2,25,6,25,False,0,15,,,False,False,0,1,False,False,False,,2023-12-05,2024-04-22
EMP01126,54,M,Engineering,Lead,Austin,Bachelor,2016-09-06,LinkedIn,7.5,Contract,180766,2.7,Standard,3,31,6,20,True,20,25,,,False,False,0,3,False,True,False,,2024-02-11,2024-04-23
EMP01127,27,M,Engineering,Lead,Austin,Bachelor,2015-10-15,LinkedIn,8.4,Full-time,186359,8.1,Standard,4,32,9,24,True,80,94,2022-10-05,1.4,False,False,0,2,False,True,True,2019-06-09,2023-10-23,2024-06-23
EMP01128,52,M,Sales,Individual Contributor,Singapore,Master,2020-01-12,LinkedIn,4.2,Full-time,97591,5.0,Basic,3,33,7,24,True,100,166,,,False,False,0,7,False,False,True,2023-07-22,2023-11-11,2024-05-18
EMP01129,45,M,Sales,Manager,Austin,Master,2015-03-10,LinkedIn,9.0,Full-time,236312,15.1,Standard,4,48,2,22,True,40,268,2022-11-13,1.3,False,True,4,10,False,True,False,,2024-01-06,2024-05-01
EMP01130,27,M,Sales,Individual Contributor,Remote-US,Bachelor,2020-12-18,LinkedIn,3.2,Part-time,75597,29.8,Basic,4,32,4,22,True,100,187,2021-02-27,3.0,True,False,0,5,False,False,False,,2023-11-23,2024-09-16
EMP01131,65,M,IT,Lead,London,Bachelor,2016-11-12,LinkedIn,7.3,Part-time,193759,0.7,Standard,3,39,10,21,True,60,61,2021-05-22,2.8,False,False,0,4,False,True,True,2019-01-20,2023-11-16,2024-08-23
EMP01132,48,F,Engineering,Senior IC,Austin,Associate,2023-08-30,LinkedIn,0.5,Full-time,114415,9.5,Basic,4,80,2,16,True,80,83,,,False,False,0,6,False,False,False,,2023-09-20,2024-08-25
EMP01133,26,F,HR,Manager,Remote-US,Bachelor,2016-11-30,Indeed,7.3,Full-time,192775,14.7,Standard,4,42,7,20,True,100,244,2023-01-21,1.1,False,True,3,6,False,True,True,2019-06-20,2023-09-21,2024-05-07
EMP01134,25,M,HR,Senior IC,Austin,Master,2017-03-14,Agency,7.0,Full-time,125492,4.9,Basic,2,36,5,19,False,0,26,,,False,False,0,6,False,False,False,,2024-02-01,2024-09-11
EMP01135,42,F,Sales,Senior IC,HQ-SF,PhD,2016-09-25,Indeed,7.5,Full-time,192311,7.9,Basic,3,12,5,25,True,20,13,,,False,False,0,6,False,False,True,2020-04-05,2023-10-22,2024-08-04
EMP01136,25,F,Legal,Senior IC,Austin,Bachelor,2021-11-30,LinkedIn,2.3,Part-time,117702,2.6,Basic,3,23,6,18,False,0,78,2018-08-29,5.5,True,False,0,2,False,False,False,,2024-01-20,2024-05-20
EMP01137,39,F,Engineering,Senior IC,Singapore,High School,2018-10-29,Referral,5.4,Full-time,141933,4.2,Standard,4,43,1,21,False,0,97,2023-06-04,0.8,False,False,0,1,False,False,False,,2023-10-03,2024-09-23
EMP01138,29,F,Sales,Senior IC,London,Master,2019-07-15,University,4.7,Full-time,134632,17.2,Standard,2,21,12,17,False,0,97,,,False,False,0,7,False,False,True,2020-09-13,2023-10-10,2024-09-07
EMP01139,22,F,Customer Success,Individual Contributor,Toronto,Bachelor,2018-11-15,University,5.3,Part-time,106053,7.2,Standard,5,34,2,23,False,0,12,2022-01-30,2.1,False,False,0,8,True,True,False,,2024-01-13,2024-06-18
EMP01140,31,F,Engineering,Individual Contributor,NYC,Master,2021-11-03,University,2.4,Full-time,110606,15.0,Basic,4,58,10,15,False,0,37,,,False,False,0,7,False,False,False,,2024-02-07,2024-05-28
EMP01141,48,M,Sales,Individual Contributor,Remote-US,Bachelor,2023-10-13,LinkedIn,0.4,Full-time,75779,39.5,Premium,5,61,0,24,True,100,5,,,False,False,0,5,False,False,False,,2023-09-18,2024-08-21
EMP01142,35,F,Engineering,Lead,Singapore,Master,2015-05-25,Referral,8.8,Full-time,203244,4.1,Premium,3,25,8,23,False,0,56,,,False,False,0,7,False,True,False,,2023-12-16,2024-05-02
EMP01143,63,F,Finance,Senior IC,London,High School,2016-06-08,Referral,7.8,Full-time,128265,5.8,Standard,2,16,12,15,False,0,123,,,False,False,0,5,False,False,False,,2023-09-20,2024-09-18
EMP01144,29,M,Marketing,Individual Contributor,London,Bachelor,2023-07-10,LinkedIn,0.7,Full-time,95826,6.0,Standard,5,50,9,19,True,80,182,,,False,False,0,2,False,False,False,,2023-11-14,2024-06-12
EMP01145,44,M,IT,Manager,NYC,Master,2016-01-16,Agency,8.2,Part-time,276901,5.7,Premium,4,53,6,22,True,80,115,,,False,True,8,9,False,True,False,,2023-11-22,2024-07-20
EMP01146,45,M,Customer Success,Individual Contributor,Singapore,Associate,2023-09-07,Indeed,0.5,Part-time,85725,5.0,Standard,4,74,0,16,True,20,62,,,False,False,0,6,False,False,False,,2023-11-19,2024-08-01
EMP01147,49,F,Finance,Lead,London,High School,2020-06-09,University,3.8,Full-time,190156,12.6,Standard,5,37,7,19,False,0,73,2021-12-24,2.2,True,False,0,6,False,True,False,,2023-10-15,2024-07-05
EMP01148,60,F,Engineering,Senior IC,London,Bachelor,2022-01-18,University,2.2,Full-time,130081,2.2,Basic,3,40,10,16,False,0,74,,,False,False,0,7,False,False,False,,2023-10-24,2024-07-05
EMP01149,61,M,Sales,Individual Contributor,NYC,Bachelor,2021-12-09,Internal,2.3,Full-time,99893,6.1,Premium,3,21,10,21,True,0,156,,,False,False,0,7,False,False,False,,2024-02-02,2024-09-05
EMP01150,33,F,Operations,Lead,NYC,Master,2015-09-07,Indeed,8.5,Full-time,225459,4.6,Standard,2,30,4,17,False,0,18,2021-01-30,3.1,False,False,0,4,False,True,True,,2023-11-09,2024-07-28
EMP01151,38,F,Customer Success,Individual Contributor,HQ-SF,Master,2019-11-21,LinkedIn,4.3,Full-time,128837,6.3,Basic,4,55,3,18,False,0,141,2021-03-10,3.0,True,False,0,6,False,False,False,,2023-10-03,2024-07-25
EMP01152,44,M,Engineering,Senior IC,HQ-SF,Bachelor,2018-08-29,Indeed,5.5,Full-time,178566,3.5,Standard,4,58,6,22,False,0,191,,,False,False,0,3,False,False,True,2020-08-09,2023-11-05,2024-06-29
EMP01153,31,M,Sales,Senior Manager,Remote-US,Bachelor,2022-12-20,Referral,1.2,Full-time,195928,35.1,Premium,4,53,0,17,True,100,71,,,False,True,11,8,False,True,False,,2023-12-21,2024-09-03
EMP01154,43,F,Sales,Individual Contributor,NYC,Bachelor,2018-08-03,Internal,5.6,Full-time,103101,14.1,Basic,3,22,7,25,True,40,191,2020-06-03,3.8,True,False,0,1,False,False,False,,2023-09-23,2024-09-06
EMP01155,52,M,Sales,Senior IC,Singapore,Bachelor,2019-03-15,Indeed,5.0,Full-time,139023,14.1,Basic,3,15,5,18,False,0,109,,,False,False,0,3,False,False,False,,2023-11-20,2024-09-30
EMP01156,44,M,Operations,Lead,HQ-SF,Bachelor,2019-04-03,Referral,5.0,Full-time,204507,4.9,Standard,3,30,3,25,False,0,28,,,False,False,0,7,False,True,False,,2023-11-01,2024-09-05
EMP01157,59,F,Marketing,Director,HQ-SF,Master,2017-12-24,University,6.2,Full-time,475053,29.0,Premium,5,41,3,20,True,60,81,,,False,True,13,4,True,True,False,,2023-10-21,2024-06-11
EMP01158,64,M,Operations,Senior Manager,Singapore,Bachelor,2015-10-21,LinkedIn,8.4,Full-time,241153,2.9,Standard,2,20,12,19,True,40,119,,,False,True,14,14,False,True,False,,2023-11-22,2024-09-27
EMP01159,31,F,Finance,Manager,Austin,Bachelor,2017-08-31,Indeed,6.5,Full-time,166962,6.0,Premium,1,25,9,22,True,80,75,,,False,True,5,9,False,True,True,,2023-12-09,2024-09-21
EMP01160,37,M,Marketing,Senior Manager,Singapore,Bachelor,2017-05-24,Referral,6.8,Full-time,207239,0.8,Premium,1,35,14,25,False,0,115,,,False,True,12,10,False,True,False,,2023-12-14,2024-06-27
EMP01161,43,F,Sales,Lead,Austin,Bachelor,2015-06-20,Indeed,8.7,Full-time,181521,26.5,Standard,4,36,9,21,True,0,58,2021-09-02,2.5,True,False,0,1,False,True,False,,2023-11-08,2024-08-09
EMP01162,53,M,Sales,Lead,London,Bachelor,2021-02-02,LinkedIn,3.1,Part-time,186616,32.6,Standard,4,33,5,24,False,0,30,2021-05-23,2.8,True,False,0,7,False,True,False,,2023-12-26,2024-08-01
EMP01163,44,F,Sales,Senior IC,Remote-US,High School,2022-11-20,Indeed,1.3,Full-time,89383,8.2,Basic,2,34,2,18,True,100,59,,,False,False,0,2,False,False,False,,2023-12-28,2024-04-26
EMP01164,53,M,Engineering,Senior IC,Remote-US,Bachelor,2022-02-14,Referral,2.1,Full-time,107292,8.8,Standard,4,54,9,21,True,100,113,,,False,False,0,5,False,False,True,2024-03-05,2024-02-12,2024-10-01
EMP01165,45,F,Customer Success,Senior IC,London,Master,2023-09-07,LinkedIn,0.5,Full-time,127960,1.4,Basic,3,61,2,25,True,100,120,,,False,False,0,5,False,False,False,,2023-10-08,2024-08-25
EMP01166,30,M,Engineering,Individual Contributor,Toronto,Associate,2022-07-16,LinkedIn,1.7,Full-time,80415,2.6,Standard,3,15,6,16,False,0,149,,,False,False,0,3,False,False,False,,2023-11-06,2024-07-04
EMP01167,46,F,Marketing,Senior IC,Singapore,Master,2019-03-05,Referral,5.0,Full-time,152057,0.9,Standard,3,13,8,25,False,0,178,2021-05-07,2.9,False,False,0,8,False,False,False,,2024-01-09,2024-04-28
EMP01168,28,M,Customer Success,Senior IC,Singapore,Bachelor,2022-09-27,University,1.5,Full-time,117816,6.2,Basic,3,18,7,16,True,100,34,2018-06-03,5.8,True,False,0,5,False,False,False,,2023-12-08,2024-04-29
EMP01169,56,F,IT,Individual Contributor,HQ-SF,Bachelor,2017-04-28,Referral,6.9,Full-time,120521,6.5,Basic,4,59,7,15,False,0,2,,,False,False,0,8,False,False,False,,2023-10-18,2024-07-19
EMP01170,48,F,Sales,Lead,Singapore,Bachelor,2022-05-03,Agency,1.9,Full-time,186112,16.0,Premium,5,47,8,23,True,0,84,2022-03-14,2.0,True,False,0,4,False,True,False,,2023-11-07,2024-06-29
EMP01171,49,M,Engineering,Lead,HQ-SF,Bachelor,2020-03-28,LinkedIn,4.0,Full-time,211428,6.0,Standard,3,29,10,15,True,40,72,2019-12-12,4.3,True,False,0,8,False,True,False,,2024-01-16,2024-09-13
EMP01172,45,M,Customer Success,Individual Contributor,London,Associate,2021-04-07,University,2.9,Full-time,93381,3.7,Standard,3,15,1,20,False,0,17,,,False,False,0,7,False,False,False,,2024-01-02,2024-07-25
EMP01173,58,M,IT,Individual Contributor,Singapore,Bachelor,2023-03-30,LinkedIn,1.0,Full-time,80915,0.1,Standard,3,37,9,18,True,40,139,2020-03-10,4.0,True,False,0,5,False,False,False,,2024-02-13,2024-07-27
EMP01174,27,F,Engineering,Senior Manager,Remote-US,Master,2020-05-20,Indeed,3.8,Full-time,228052,4.5,Standard,4,53,1,19,True,100,62,,,False,True,8,5,False,True,False,,2023-11-22,2024-07-17
EMP01175,58,Non-binary,Engineering,Individual Contributor,Toronto,Master,2021-06-26,LinkedIn,2.7,Full-time,92155,14.1,Premium,4,32,7,15,True,40,105,2020-12-24,3.2,True,False,0,5,False,False,False,,2023-11-09,2024-04-15
EMP01176,36,F,Customer Success,Individual Contributor,Austin,Associate,2023-07-14,Agency,0.7,Full-time,73841,0.9,Standard,3,75,7,21,True,100,111,,,False,False,0,1,False,False,True,,2023-09-17,2024-08-08
EMP01177,27,F,Marketing,Lead,HQ-SF,Associate,2022-03-02,LinkedIn,2.0,Full-time,176702,3.4,Premium,2,36,14,20,False,0,63,,,False,False,0,5,False,True,False,,2023-11-29,2024-08-30
EMP01178,41,M,Finance,Senior IC,Toronto,Associate,2022-11-10,University,1.3,Full-time,102070,2.8,Basic,2,10,10,19,True,0,116,,,False,False,0,6,False,False,False,,2023-10-15,2024-07-28
EMP01179,58,M,Sales,Senior Manager,Austin,Bachelor,2020-04-20,Indeed,3.9,Full-time,227419,26.5,Premium,4,48,7,17,True,100,197,2022-03-08,2.0,True,True,14,7,False,True,False,,2023-09-19,2024-04-16
EMP01180,55,M,Marketing,Individual Contributor,Remote-US,Bachelor,2018-11-29,University,5.3,Full-time,83105,14.1,Standard,4,60,10,21,True,100,17,2023-04-22,0.9,False,False,0,7,False,False,False,,2023-10-24,2024-08-04
EMP01181,24,M,Customer Success,Individual Contributor,Toronto,Bachelor,2023-06-28,LinkedIn,0.7,Full-time,78453,4.7,Basic,3,68,1,25,False,0,14,,,False,False,0,8,False,False,False,,2023-09-26,2024-09-13
EMP01182,48,M,HR,Lead,NYC,Bachelor,2021-01-19,Internal,3.2,Full-time,172625,7.5,Premium,2,17,1,17,True,80,29,2020-09-08,3.5,False,False,0,7,False,True,False,,2023-11-10,2024-09-05
EMP01183,22,F,Customer Success,Lead,NYC,Bachelor,2019-06-22,University,4.7,Full-time,197161,6.2,Premium,3,29,4,16,True,40,31,,,False,False,0,1,False,True,False,,2023-12-12,2024-08-27
EMP01184,52,F,IT,Individual Contributor,HQ-SF,Master,2023-09-30,LinkedIn,0.5,Full-time,113548,9.2,Standard,4,40,4,17,True,40,36,,,False,False,0,1,False,False,False,,2023-11-29,2024-05-17
EMP01185,49,F,Sales,Senior Manager,London,Bachelor,2021-03-05,Internal,3.0,Full-time,244003,33.1,Standard,4,35,1,18,False,0,284,2020-12-30,3.2,True,True,8,4,False,True,False,,2023-11-04,2024-07-29
EMP01186,64,M,Sales,Manager,London,Master,2016-06-23,LinkedIn,7.7,Full-time,231963,12.5,Premium,2,12,8,17,False,0,195,2020-07-27,3.6,False,True,8,12,False,True,False,,2023-11-06,2024-07-02
